sentence,token,tag
200,as,O
200,the,b
200,domestic,i
200,slave,i
200,trade,i
200,",",O
200,the,b
200,Second,i
200,Middle,i
200,Passage,i
200,and,O
200,the,b
200,interregional,i
200,slave,i
200,trade,i
200,",",O
200,was,O
200,the,O
200,mercantile,O
200,trade,O
200,of,O
200,enslaved,O
200,people,O
200,within,O
200,the,O
200,United,O
200,States,O
200,.,O
201,It,O
201,was,O
201,most,O
201,significant,O
201,after,O
201,1808,O
201,",",O
201,when,O
201,the,O
201,importation,O
201,of,O
201,slaves,O
201,from,O
201,Africa,O
201,was,O
201,prohibited,O
201,by,O
201,federal,O
201,law,O
201,.,O
202,Historians,O
202,estimate,O
202,that,O
202,upwards,O
202,of,O
202,one,O
202,million,O
202,slaves,O
202,were,O
202,forcibly,O
202,relocated,O
202,from,O
202,the,O
202,Upper,O
202,South,O
202,",",O
202,places,O
202,like,O
202,Maryland,O
202,",",O
202,Virginia,O
202,",",O
202,Kentucky,O
202,",",O
202,North,O
202,Carolina,O
202,",",O
202,Tennessee,O
202,",",O
202,and,O
202,Missouri,O
202,",",O
202,to,O
202,the,O
202,territories,O
202,and,O
202,then-new,O
202,states,O
202,of,O
202,the,O
202,Deep,O
202,South,O
202,",",O
202,especially,O
202,Georgia,O
202,",",O
202,Alabama,O
202,",",O
202,Louisiana,O
202,",",O
202,Mississippi,O
202,",",O
202,and,O
202,Arkansas,O
202,.,O
203,Economists,O
203,say,O
203,that,O
203,transactions,O
203,in,O
203,the,b
203,inter-regional,i
203,slave,i
203,market,i
203,were,O
203,driven,O
203,primarily,O
203,by,O
203,differences,O
203,in,O
203,the,O
203,marginal,O
203,productivity,O
203,of,O
203,labor,O
203,",",O
203,which,O
203,were,O
203,based,O
203,in,O
203,the,O
203,relative,O
203,advantage,O
203,between,O
203,climates,O
203,for,O
203,the,O
203,production,O
203,of,O
203,staple,O
203,goods,O
203,.,O
204,The,O
204,trade,O
204,was,O
204,strongly,O
204,influenced,O
204,by,O
204,the,b
204,invention,i
204,of,i
204,the,i
204,cotton,i
204,gin,i
204,",",O
204,which,O
204,made,O
204,short-staple,O
204,cotton,O
204,profitable,O
204,for,O
204,cultivation,O
204,across,O
204,large,O
204,swathes,O
204,of,O
204,the,O
204,upland,O
204,Deep,O
204,South,O
204,(,O
204,the,O
204,Black,O
204,Belt,O
204,),O
204,.,O
205,Previously,O
205,the,O
205,commodity,O
205,was,O
205,based,O
205,on,O
205,long-staple,O
205,cotton,O
205,cultivated,O
205,in,O
205,coastal,O
205,areas,O
205,and,O
205,the,O
205,Sea,O
205,Islands,O
205,.,O
206,The,O
206,disparity,O
206,in,O
206,productivity,O
206,created,O
206,arbitrage,O
206,opportunities,O
206,for,O
206,traders,O
206,to,O
206,exploit,O
206,",",O
206,and,O
206,it,O
206,facilitated,O
206,regional,O
206,specialization,O
206,in,O
206,labor,O
206,production,O
206,.,O
207,Due,O
207,to,O
207,a,O
207,lack,O
207,of,O
207,data,O
207,",",O
207,particularly,O
207,with,O
207,regard,O
207,to,O
207,slave,O
207,prices,O
207,",",O
207,land,O
207,values,O
207,",",O
207,and,O
207,export,O
207,totals,O
207,for,O
207,slaves,O
207,",",O
207,the,O
207,TRUE,O
207,effects,O
207,of,O
207,the,b
207,domestic,i
207,slave,i
207,trade,i
207,",",O
207,on,O
207,both,O
207,the,O
207,economy,O
207,of,O
207,the,O
207,Old,O
207,South,O
207,and,O
207,general,b
207,migration,i
207,patterns,i
207,of,i
207,slaves,i
207,into,i
207,southwest,i
207,territories,i
207,",",O
207,remain,O
207,uncertain,O
207,.,O
208,These,O
208,have,O
208,served,O
208,as,O
208,points,O
208,of,O
208,contention,O
208,among,O
208,economic,O
208,historians,O
208,.,O
209,The,O
209,physical,O
209,effect,O
209,of,O
209,forced,O
209,labor,O
209,(,O
209,on,O
209,remote,O
209,plantation,O
209,camps,O
209,plagued,O
209,with,O
209,yellow,O
209,fever,O
209,",",O
209,cholera,O
209,",",O
209,and,O
209,malaria,O
209,),O
209,",",O
209,and,O
209,social-emotional,O
209,effect,O
209,of,O
209,family,O
209,separation,O
209,in,O
209,American,b
209,slavery,i
209,",",O
209,was,O
209,nothing,O
209,short,O
209,of,O
209,catastrophic,O
209,.,O
210,Holiday,b
210,Junction,i
210,Featuring,O
210,the,O
210,Duke,O
210,Energy,O
210,Holiday,O
210,Trains,O
210,is,O
210,a,O
210,rail-themed,O
210,holiday,O
210,event,O
210,held,O
210,annually,O
210,since,O
210,1996,O
210,at,O
210,the,O
210,Cincinnati,O
210,Museum,O
210,Center,O
210,at,O
210,Union,O
210,Terminal,O
210,in,O
210,Cincinnati,O
210,",",O
210,Ohio,O
210,.,O
211,Its,O
211,main,O
211,attraction,O
211,is,O
211,a,O
211,much,O
211,older,O
211,model,O
211,railroad,O
211,display,O
211,",",O
211,which,O
211,is,O
211,owned,O
211,by,O
211,CSX,O
211,Transportation,O
211,and,O
211,sponsored,O
211,by,O
211,Duke,O
211,Energy,O
211,.,O
212,The,b
212,War,i
212,of,i
212,the,i
212,Second,i
212,Coalition,i
212,(,O
212,1798/9-1801/2,O
212,",",O
212,depending,O
212,on,O
212,periodisation,O
212,),O
212,was,O
212,the,O
212,second,O
212,war,O
212,targeting,O
212,revolutionary,O
212,France,O
212,by,O
212,many,O
212,European,O
212,monarchies,O
212,",",O
212,led,O
212,by,O
212,Britain,O
212,",",O
212,Austria,O
212,",",O
212,and,O
212,Russia,O
212,and,O
212,including,O
212,the,O
212,Ottoman,O
212,Empire,O
212,",",O
212,Portugal,O
212,",",O
212,Naples,O
212,and,O
212,various,O
212,German,O
212,monarchies,O
212,.,O
213,Prussia,O
213,did,O
213,not,O
213,join,O
213,the,O
213,coalition,O
213,",",O
213,while,O
213,Spain,O
213,supported,O
213,France,O
213,.,O
214,The,O
214,overall,O
214,goal,O
214,of,O
214,Britain,O
214,and,O
214,Russia,O
214,was,O
214,to,O
214,contain,O
214,the,b
214,expansion,i
214,of,i
214,the,i
214,French,i
214,Republic,i
214,and,O
214,to,O
214,restore,O
214,the,O
214,monarchy,O
214,in,O
214,France,O
214,",",O
214,while,O
214,Austria,O
214,-,O
214,weakened,O
214,and,O
214,in,O
214,deep,O
214,financial,O
214,debt,O
214,from,O
214,the,b
214,War,i
214,of,i
214,the,i
214,First,i
214,Coalition,i
214,-,O
214,sought,O
214,primarily,O
214,to,O
214,recover,O
214,its,O
214,position,O
214,and,O
214,come,O
214,out,O
214,of,O
214,the,O
214,war,O
214,stronger,O
214,than,O
214,when,O
214,it,O
214,had,O
214,entered,O
214,.,O
215,In,O
215,large,O
215,part,O
215,because,O
215,of,O
215,the,O
215,difference,O
215,in,O
215,strategy,O
215,among,O
215,the,O
215,three,O
215,major,O
215,allied,O
215,powers,O
215,",",O
215,the,b
215,Second,i
215,Coalition,i
215,failed,O
215,to,O
215,overthrow,O
215,the,O
215,revolutionary,O
215,government,O
215,",",O
215,and,O
215,French,O
215,territorial,O
215,gains,O
215,since,O
215,1793,O
215,were,O
215,confirmed,O
215,.,O
216,In,O
216,the,b
216,Franco-Austrian,i
216,Treaty,i
216,of,i
216,Luneville,i
216,in,O
216,February,O
216,1801,O
216,",",O
216,France,O
216,held,O
216,all,O
216,of,O
216,its,O
216,previous,O
216,gains,O
216,and,O
216,obtained,O
216,new,O
216,lands,O
216,in,O
216,Tuscany,O
216,",",O
216,in,O
216,Italy,O
216,.,O
217,Austria,O
217,was,O
217,granted,O
217,Venetia,O
217,and,O
217,the,O
217,former,O
217,Venetian,O
217,Dalmatia,O
217,.,O
218,Most,O
218,other,O
218,allies,O
218,also,O
218,signed,O
218,separate,O
218,peace,O
218,treaties,O
218,with,O
218,the,O
218,French,O
218,Republic,O
218,in,O
218,1801,O
218,.,O
219,Britain,O
219,and,O
219,France,O
219,signed,O
219,the,b
219,Treaty,i
219,of,i
219,Amiens,i
219,in,O
219,March,O
219,1802,O
219,",",O
219,followed,O
219,by,O
219,the,O
219,Ottomans,O
219,in,O
219,June,O
219,1802,O
219,",",O
219,which,O
219,brought,O
219,an,O
219,interval,O
219,of,O
219,peace,O
219,in,O
219,Europe,O
219,that,O
219,lasted,O
219,several,O
219,months,O
219,until,O
219,Britain,O
219,declared,O
219,war,O
219,on,O
219,France,O
219,again,O
219,in,O
219,May,O
219,1803,O
219,.,O
220,The,O
220,renewed,O
220,hostilities,O
220,culminated,O
220,in,O
220,the,b
220,War,i
220,of,i
220,the,i
220,Third,i
220,Coalition,i
220,.,O
221,The,b
221,Maternity,i
221,(,i
221,Amendment,i
221,),i
221,Bill,i
221,2017,i
221,",",O
221,an,O
221,amendment,O
221,to,O
221,the,b
221,Maternity,i
221,Benefit,i
221,Act,i
221,",",i
221,1961,i
221,",",O
221,was,O
221,passed,O
221,in,O
221,Rajya,O
221,Sabha,O
221,on,O
221,11,O
221,August,O
221,2016,O
221,",",O
221,in,O
221,Lok,O
221,Sabha,O
221,on,O
221,9,O
221,March,O
221,2017,O
221,",",O
221,and,O
221,received,O
221,an,O
221,assent,O
221,from,O
221,President,O
221,of,O
221,India,O
221,on,O
221,27,O
221,March,O
221,2017,O
221,.,O
222,The,b
222,Maternity,i
222,Benefit,i
222,Act,i
222,",",i
222,1961,i
222,protects,O
222,the,O
222,employment,O
222,of,O
222,women,O
222,during,O
222,the,O
222,time,O
222,of,O
222,her,O
222,maternity,O
222,and,O
222,entitles,O
222,her,O
222,of,O
222,a,O
222,'maternity,O
222,benefit,O
222,',O
222,-,O
222,ie,O
223,full,O
223,paid,O
223,absence,O
223,from,O
223,work,O
223,-,O
223,to,O
223,take,O
223,care,O
223,for,O
223,her,O
223,child,O
223,.,O
224,The,O
224,Act,O
224,is,O
224,applicable,O
224,to,O
224,all,O
224,establishments,O
224,employing,O
224,10,O
224,or,O
224,more,O
224,than,O
224,10,O
224,persons,O
224,in,O
224,Factories,O
224,",",O
224,Mines,O
224,",",O
224,Plantation,O
224,",",O
224,Shops,O
224,&,O
224,Establishments,O
224,and,O
224,other,O
224,entities,O
224,.,O
225,Establishments,O
225,employing,O
225,50,O
225,or,O
225,more,O
225,employees,O
225,are,O
225,also,O
225,required,O
225,to,O
225,provide,O
225,creche,O
225,facilities,O
225,",",O
225,either,O
225,separately,O
225,or,O
225,along,O
225,with,O
225,common,O
225,facilities,O
225,within,O
225,a,O
225,prescribed,O
225,distance,O
225,.,O
226,The,O
226,provisions,O
226,of,O
226,this,O
226,act,O
226,are,O
226,effective,O
226,from,O
226,1,O
226,April,O
226,2017,O
226,.,O
227,However,O
227,",",O
227,provision,O
227,on,O
227,creche,O
227,facility,O
227,(,O
227,Section,O
227,11A,O
227,),O
227,shall,O
227,be,O
227,effective,O
227,from,O
227,1,O
227,July,O
227,2017,O
227,.,O
228,The,b
228,Code,i
228,on,i
228,Social,i
228,Security,i
228,",",i
228,2020,i
228,consolidated,O
228,the,O
228,provisions,O
228,of,O
228,this,O
228,and,O
228,several,O
228,other,O
228,acts,O
228,",",O
228,repealing,O
228,the,O
228,acts,O
228,in,O
228,the,O
228,process,O
228,.,O
229,The,b
229,1969,i
229,Israel,i
229,Super,i
229,Cup,i
229,was,O
229,the,O
229,sixth,O
229,Israel,b
229,Super,i
229,Cup,i
229,",",O
229,an,O
229,annual,O
229,Israeli,O
229,football,O
229,match,O
229,played,O
229,between,O
229,the,O
229,winners,O
229,of,O
229,the,O
229,previous,O
229,season,O
229,'s,O
229,Top,O
229,Division,O
229,and,O
229,Israel,b
229,State,i
229,Cup,i
229,",",O
229,and,O
229,the,O
229,first,O
229,time,O
229,the,O
229,competition,O
229,was,O
229,played,O
229,under,O
229,the,O
229,IFA,O
229,.,O
230,The,O
230,match,O
230,was,O
230,played,O
230,between,O
230,Hapoel,O
230,Tel,O
230,Aviv,O
230,",",O
230,champions,O
230,of,O
230,the,O
230,1968-69,O
230,Liga,O
230,Leumit,O
230,and,O
230,Hakoah,O
230,Ramat,O
230,Gan,O
230,",",O
230,winners,O
230,of,O
230,the,b
230,1968-69,i
230,Israel,i
230,State,i
230,Cup,i
230,.,O
231,At,O
231,the,O
231,match,O
231,",",O
231,played,O
231,at,O
231,Bloomfield,O
231,Stadium,O
231,",",O
231,Hapoel,O
231,Tel,O
231,Aviv,O
231,won,O
231,1-May,O
231,.,O
232,During,O
232,the,b
232,Parade,i
232,of,i
232,Nations,i
232,at,O
232,the,O
232,2018,O
232,Asian,O
232,Games,O
232,opening,O
232,ceremony,O
232,",",O
232,beginning,O
232,at,O
232,19:00,O
232,WIB,O
232,(,O
232,UTC+7,O
232,),O
232,on,O
232,18,O
232,August,O
232,2018,O
232,",",O
232,athletes,O
232,bearing,O
232,the,O
232,flags,O
232,of,O
232,their,O
232,respective,O
232,nations,O
232,led,O
232,their,O
232,national,O
232,delegations,O
232,as,O
232,they,O
232,paraded,O
232,into,O
232,the,O
232,Gelora,O
232,Bung,O
232,Karno,O
232,Stadium,O
232,in,O
232,the,O
232,co-host,O
232,city,O
232,of,O
232,Jakarta,O
232,",",O
232,Indonesia,O
232,",",O
232,preceded,O
232,by,O
232,their,O
232,flag,O
232,and,O
232,placard,O
232,bearer,O
232,.,O
233,Each,O
233,flag,O
233,bearer,O
233,had,O
233,been,O
233,chosen,O
233,either,O
233,by,O
233,the,O
233,nation,O
233,'s,O
233,National,O
233,Olympic,O
233,Committee,O
233,or,O
233,by,O
233,the,O
233,athletes,O
233,themselves,O
233,.,O
234,In,O
234,keeping,O
234,with,O
234,tradition,O
234,",",O
234,the,O
234,host,O
234,nation,O
234,",",O
234,Indonesia,O
234,entered,O
234,last,O
234,.,O
235,44,O
235,teams,O
235,marched,O
235,in,O
235,(,O
235,43,O
235,nations,O
235,and,O
235,the,O
235,Unified,O
235,Korea,O
235,team,O
235,),O
235,.,O
236,Although,O
236,the,O
236,Games,O
236,were,O
236,held,O
236,in,O
236,Indonesia,O
236,",",O
236,English,O
236,was,O
236,used,O
236,to,O
236,organize,O
236,the,b
236,Parade,i
236,of,i
236,Nations,i
236,(,O
236,as,O
236,per,O
236,Olympic,O
236,Council,O
236,of,O
236,Asia,O
236,protocol,O
236,determines,O
236,that,O
236,this,O
236,element,O
236,could,O
236,be,O
236,held,O
236,in,O
236,French,O
236,or,O
236,the,O
236,International,O
236,Olympic,O
236,Committee,O
236,three-letter,O
236,codes,O
236,),O
236,instead,O
236,of,O
236,Indonesian,O
236,",",O
236,the,O
236,official,O
236,language,O
236,of,O
236,the,O
236,nation,O
236,.,O
237,Had,O
237,the,O
237,parade,O
237,followed,O
237,the,O
237,Indonesian,O
237,script,O
237,",",O
237,Afghanistan,O
237,would,O
237,have,O
237,been,O
237,followed,O
237,by,O
237,Saudi,O
237,Arabia,O
237,",",O
237,and,O
237,Jordan,O
237,would,O
237,have,O
237,been,O
237,the,O
237,penultimate,O
237,country,O
237,before,O
237,Indonesia,O
237,.,O
238,The,b
238,Battle,i
238,of,i
238,Morogoro,i
238,was,O
238,fought,O
238,during,O
238,the,b
238,East,i
238,African,i
238,Campaign,i
238,of,O
238,World,b
238,War,i
238,I,i
238,.,O
239,The,b
239,siege,i
239,of,i
239,Bani,i
239,Walid,i
239,was,O
239,a,O
239,military,O
239,conflict,O
239,in,O
239,Libya,O
239,.,O
240,Top,b
240,Scientist,i
240,and,i
240,Technologist,i
240,Award,i
240,of,i
240,Korea,i
240,is,O
240,one,O
240,of,O
240,two,O
240,annual,O
240,awards,O
240,given,O
240,in,O
240,South,O
240,Korea,O
240,by,O
240,the,O
240,Korean,O
240,Federation,O
240,of,O
240,Science,O
240,and,O
240,Technology,O
240,Societies,O
240,(,O
240,ko,O
240,),O
240,with,O
240,the,O
240,other,O
240,being,O
240,a,O
240,government,O
240,award,O
240,for,O
240,contribution,O
240,to,O
240,science,O
240,and,O
240,technology,O
240,promotion,O
240,.,O
241,The,b
241,Top,i
241,Scientist,i
241,and,i
241,Technologist,i
241,Award,i
241,of,i
241,Korea,i
241,was,O
241,started,O
241,in,O
241,2003,O
241,as,O
241,the,O
241,successor,O
241,to,O
241,the,b
241,Science,i
241,and,i
241,Technology,i
241,Award,i
241,of,i
241,Korea,i
241,which,O
241,was,O
241,established,O
241,in,O
241,1968,O
241,.,O
242,The,O
242,award,O
242,is,O
242,to,O
242,foster,O
242,honor,O
242,and,O
242,pride,O
242,and,O
242,create,O
242,an,O
242,environment,O
242,in,O
242,which,O
242,people,O
242,can,O
242,focus,O
242,on,O
242,research,O
242,and,O
242,development,O
242,by,O
242,discovering,O
242,and,O
242,encouraging,O
242,scientists,O
242,and,O
242,engineers,O
242,with,O
242,outstanding,O
242,achievements,O
242,who,O
242,can,O
242,represent,O
242,South,O
242,Korea,O
242,.,O
243,While,O
243,previously,O
243,given,O
243,to,O
243,multiple,O
243,individuals,O
243,",",O
243,from,O
243,2003,O
243,only,O
243,person,O
243,is,O
243,selected,O
243,for,O
243,each,O
243,cycle,O
243,.,O
244,Laureates,O
244,receive,O
244,the,O
244,award,O
244,and,O
244,300,O
244,million,O
244,KRW,O
244,cash,O
244,prize,O
244,.,O
245,The,b
245,2020,i
245,Big,i
245,West,i
245,Conference,i
245,women,i
245,'s,i
245,basketball,i
245,tournament,i
245,was,O
245,the,O
245,postseason,O
245,women,O
245,'s,O
245,basketball,O
245,tournament,O
245,that,O
245,was,O
245,scheduled,O
245,to,O
245,take,O
245,place,O
245,March,O
245,14-Oct,O
245,",",O
245,2020,O
245,",",O
245,at,O
245,two,O
245,venues,O
245,in,O
245,the,O
245,Los,O
245,Angeles,O
245,area,O
245,.,O
246,The,O
246,first,O
246,two,O
246,rounds,O
246,were,O
246,scheduled,O
246,for,O
246,the,O
246,Walter,O
246,Pyramid,O
246,in,O
246,Long,O
246,Beach,O
246,",",O
246,California,O
246,",",O
246,while,O
246,the,O
246,semifinals,O
246,and,O
246,championship,O
246,were,O
246,to,O
246,be,O
246,held,O
246,at,O
246,the,O
246,Honda,O
246,Center,O
246,in,O
246,Anaheim,O
246,.,O
247,The,O
247,winner,O
247,of,O
247,the,b
247,Big,i
247,West,i
247,tournament,i
247,would,O
247,have,O
247,received,O
247,the,O
247,conference,O
247,'s,O
247,automatic,O
247,bid,O
247,to,O
247,the,b
247,2020,i
247,NCAA,i
247,Division,i
247,I,i
247,women,i
247,'s,i
247,basketball,i
247,tournament,i
247,.,O
248,On,O
248,March,O
248,10,O
248,it,O
248,was,O
248,announced,O
248,the,O
248,tournament,O
248,will,O
248,be,O
248,played,O
248,without,O
248,spectators,O
248,",",O
248,in,O
248,an,O
248,effort,O
248,to,O
248,prevent,O
248,the,O
248,spread,O
248,of,O
248,the,O
248,coronavirus,O
248,.,O
249,On,O
249,March,O
249,12,O
249,",",O
249,the,O
249,NCAA,O
249,announced,O
249,that,O
249,the,O
249,tournament,O
249,was,O
249,cancelled,O
249,due,O
249,to,O
249,the,b
249,coronavirus,i
249,pandemic,i
249,.,O
250,The,b
250,2020,i
250,Charlotte,i
250,Independence,i
250,season,i
250,was,O
250,the,O
250,club,O
250,'s,O
250,sixth,O
250,season,O
250,of,O
250,existence,O
250,",",O
250,and,O
250,their,O
250,sixth,O
250,in,O
250,the,b
250,USL,i
250,Championship,i
250,(,i
250,USLC,i
250,),i
250,",",O
250,the,O
250,second,O
250,tier,O
250,of,O
250,American,O
250,soccer,O
250,.,O
251,This,O
251,article,O
251,covers,O
251,the,O
251,period,O
251,from,O
251,November,O
251,18,O
251,",",O
251,2019,O
251,",",O
251,the,O
251,day,O
251,after,O
251,the,b
251,2019,i
251,USLC,i
251,Playoff,i
251,Final,i
251,",",O
251,to,O
251,the,O
251,conclusion,O
251,of,O
251,the,b
251,2020,i
251,USLC,i
251,Playoff,i
251,Final,i
251,",",O
251,scheduled,O
251,for,O
251,November,O
251,16-Dec,O
251,",",O
251,2020,O
251,.,O
252,The,b
252,2021,i
252,Stockport,i
252,Metropolitan,i
252,Borough,i
252,Council,i
252,election,i
252,were,O
252,held,O
252,on,O
252,6,O
252,May,O
252,2021,O
252,",",O
252,to,O
252,elect,O
252,members,O
252,of,O
252,Stockport,O
252,Metropolitan,O
252,Borough,O
252,Council,O
252,in,O
252,England,O
252,.,O
253,This,O
253,was,O
253,on,O
253,the,O
253,same,O
253,day,O
253,as,O
253,other,O
253,local,O
253,elections,O
253,.,O
254,Stockport,O
254,Council,O
254,is,O
254,elected,O
254,in,O
254,thirds,O
254,",",O
254,which,O
254,means,O
254,that,O
254,in,O
254,each,O
254,three,O
254,member,O
254,local,O
254,ward,O
254,",",O
254,one,O
254,councillor,O
254,is,O
254,elected,O
254,every,O
254,year,O
254,",",O
254,except,O
254,every,O
254,four,O
254,years,O
254,which,O
254,is,O
254,classed,O
254,as,O
254,a,O
254,fallow,O
254,year,O
254,.,O
255,These,O
255,elections,O
255,were,O
255,originally,O
255,scheduled,O
255,for,O
255,2020,O
255,but,O
255,were,O
255,suspended,O
255,for,O
255,a,O
255,year,O
255,due,O
