sentence,token,tag
255,to,O
255,the,b
255,COVID-19,i
255,pandemic,i
255,.,O
256,Due,O
256,to,O
256,the,O
256,delayed,O
256,election,O
256,those,O
256,councillors,O
256,elected,O
256,in,O
256,2021,O
256,will,O
256,serve,O
256,a,O
256,three-year,O
256,term,O
256,",",O
256,expiring,O
256,in,O
256,2024,O
256,.,O
257,The,b
257,RBC,i
257,Canadian,i
257,Painting,i
257,Competition,i
257,was,O
257,an,O
257,open,O
257,competition,O
257,for,O
257,emerging,O
257,Canadian,O
257,artists,O
257,that,O
257,was,O
257,established,O
257,in,O
257,1999,O
257,.,O
258,The,O
258,RBC,b
258,Canadian,i
258,Painting,i
258,Competition,i
258,is,O
258,supported,O
258,by,O
258,the,O
258,Canadian,O
258,Art,O
258,Foundation,O
258,",",O
258,the,O
258,publisher,O
258,of,O
258,Canadian,O
258,Art,O
258,(,O
258,magazine,O
258,),O
258,.,O
259,Initially,O
259,naming,O
259,three,O
259,regional,O
259,winners,O
259,",",O
259,since,O
259,2004,O
259,there,O
259,were,O
259,one,O
259,national,O
259,winner,O
259,and,O
259,two,O
259,honourable,O
259,mentions,O
259,.,O
260,The,O
260,first,O
260,two,O
260,competitions,O
260,had,O
260,only,O
260,winner,O
260,and,O
260,runner-up,O
260,.,O
261,The,O
261,competition,O
261,had,O
261,15,O
261,finalists,O
261,",",O
261,five,O
261,from,O
261,three,O
261,regions,O
261,in,O
261,Canada,O
261,",",O
261,Eastern,O
261,Canada,O
261,(,O
261,Quebec,O
261,",",O
261,Nova,O
261,Scotia,O
261,",",O
261,New,O
261,Brunswick,O
261,",",O
261,PEI,O
261,",",O
261,Newfoundland,O
261,and,O
261,Labrador,O
261,),O
261,",",O
261,Central,O
261,Canada,O
261,(,O
261,Ontario,O
261,),O
261,",",O
261,Western,O
261,Canada,O
261,(,O
261,Manitoba,O
261,",",O
261,Saskatchewan,O
261,",",O
261,Alberta,O
261,",",O
261,British,O
261,Columbia,O
261,",",O
261,Yukon,O
261,",",O
261,Northwest,O
261,Territories,O
261,",",O
261,Nunavut,O
261,),O
261,.,O
262,Three,O
262,regional,O
262,juries,O
262,convened,O
262,to,O
262,determine,O
262,one,O
262,national,O
262,winner,O
262,and,O
262,two,O
262,honourable,O
262,mentions,O
262,from,O
262,the,O
262,15,O
262,finalists,O
262,.,O
263,The,O
263,national,O
263,winner,O
263,received,O
263,a,O
263,purchase,O
263,prize,O
263,of,O
263,$,O
263,"25,000",O
263,",",O
263,the,O
263,two,O
263,honourable,O
263,mentions,O
263,each,O
263,received,O
263,$,O
263,"15,000",O
263,and,O
263,the,O
263,remaining,O
263,12,O
263,finalists,O
263,receive,O
263,$,O
263,"2,500",O
263,each,O
263,.,O
264,The,O
264,winning,O
264,work,O
264,and,O
264,the,O
264,honourable,O
264,mentions,O
264,became,O
264,part,O
264,of,O
264,the,O
264,RBC,b
264,Corporate,i
264,Art,i
264,Collection,i
264,which,O
264,holds,O
264,more,O
264,than,O
264,"4,500",O
264,works,O
264,.,O
265,In,O
265,2016,O
265,",",O
265,586,O
265,works,O
265,were,O
265,submitted,O
265,.,O
266,In,O
266,2008,O
266,an,O
266,exhibition,O
266,at,O
266,the,O
266,National,O
266,Gallery,O
266,of,O
266,Canada,O
266,in,O
266,Ottawa,O
266,and,O
266,the,O
266,Musée,O
266,d'art,O
266,contemporain,O
266,de,O
266,Montréal,O
266,provided,O
266,an,O
266,overview,O
266,of,O
266,the,O
266,first,O
266,ten,O
266,years,O
266,of,O
266,the,O
266,competition,O
266,.,O
267,The,O
267,RBC,O
267,concluded,O
267,the,b
267,RBC,i
267,Canadian,i
267,Painting,i
267,Competition,i
267,in,O
267,2019,O
267,.,O
268,The,O
268,Summer,b
268,of,i
268,Love,i
268,was,O
268,a,O
268,major,O
268,social,O
268,phenomenon,O
268,that,O
268,occurred,O
268,in,O
268,San,O
268,Francisco,O
268,during,O
268,the,O
268,summer,O
268,of,O
268,1967,O
268,.,O
269,As,O
269,many,O
269,as,O
269,"100,000",O
269,people,O
269,",",O
269,mostly,O
269,young,O
269,people,O
269,",",O
269,hippies,O
269,",",O
269,beatniks,O
269,",",O
269,and,O
269,1960s,O
269,counterculture,O
269,figures,O
269,",",O
269,converged,O
269,in,O
269,San,O
269,Francisco,O
269,'s,O
269,Haight-Ashbury,O
269,district,O
269,and,O
269,Golden,O
269,Gate,O
269,Park,O
269,.,O
270,More,O
270,broadly,O
270,",",O
270,the,b
270,Summer,i
270,of,i
270,Love,i
270,encompassed,O
270,hippie,O
270,culture,O
270,",",O
270,spiritual,O
270,awakening,O
270,",",O
270,hallucinogenic,O
270,drugs,O
270,",",O
270,anti-war,O
270,sentiment,O
270,",",O
270,and,O
270,free,O
270,love,O
270,throughout,O
270,the,O
270,West,O
270,Coast,O
270,of,O
270,the,O
270,United,O
270,States,O
270,",",O
270,and,O
270,as,O
270,far,O
270,away,O
270,as,O
270,New,O
270,York,O
270,City,O
270,.,O
271,An,O
271,episode,O
271,of,O
271,the,O
271,PBS,O
271,documentary,O
271,series,O
271,American,O
271,Experience,O
271,referred,O
271,to,O
271,the,O
271,Summer,b
271,of,i
271,Love,i
271,as,O
271,``,O
271,the,O
271,largest,O
271,migration,O
271,of,O
271,young,O
271,people,O
271,in,O
271,the,O
271,history,O
271,of,O
271,America,O
271,'',O
271,.,O
272,Hippies,O
272,",",O
272,sometimes,O
272,called,O
272,flower,O
272,children,O
272,",",O
272,were,O
272,an,O
272,eclectic,O
272,group,O
272,.,O
273,Many,O
273,opposed,O
273,the,O
273,Vietnam,b
273,War,i
273,",",O
273,were,O
273,suspicious,O
273,of,O
273,government,O
273,",",O
273,and,O
273,rejected,O
273,consumerist,O
273,values,O
273,.,O
274,In,O
274,the,O
274,United,O
274,States,O
274,",",O
274,counterculture,O
274,groups,O
274,rejected,O
274,suburbia,O
274,and,O
274,the,b
274,American,i
274,way,i
274,and,O
274,instead,O
274,opted,O
274,for,O
274,a,O
274,communal,O
274,lifestyle,O
274,.,O
275,Some,O
275,hippies,O
275,were,O
275,active,O
275,in,O
275,political,O
275,organization,O
275,",",O
275,whereas,O
275,others,O
275,were,O
275,passive,O
275,and,O
275,more,O
275,concerned,O
275,with,O
275,art,O
275,(,O
275,music,O
275,",",O
275,painting,O
275,",",O
275,poetry,O
275,in,O
275,particular,O
275,),O
275,or,O
275,spiritual,O
275,and,O
275,meditative,O
275,practices,O
275,.,O
276,Many,O
276,hippies,O
276,took,O
276,interest,O
276,in,O
276,ancient,O
276,Indian,O
276,religion,O
276,",",O
276,such,O
276,as,O
276,Hinduism,O
276,and,O
276,Buddhism,O
276,.,O
277,Plano,b
277,Balloon,i
277,Festival,i
277,is,O
277,held,O
277,each,O
277,September,O
277,at,O
277,Oak,O
277,Point,O
277,Park,O
277,and,O
277,Nature,O
277,Preserve,O
277,in,O
277,the,O
277,city,O
277,of,O
277,Plano,O
277,",",O
277,Texas,O
277,.,O
278,It,O
278,is,O
278,one,O
278,of,O
278,the,O
278,city,O
278,'s,O
278,largest,O
278,celebrations,O
278,.,O
279,The,O
279,festival,O
279,was,O
279,cancelled,O
279,in,O
279,2018,O
279,because,O
279,of,O
279,heavy,O
279,rains,O
279,and,O
279,flooding,O
279,.,O
280,It,O
280,was,O
280,also,O
280,cancelled,O
280,in,O
280,2020,O
280,and,O
280,2021,O
280,from,O
280,the,O
280,COVID-19,b
280,pandemic,i
280,.,O
281,It,O
281,returned,O
281,in,O
281,September,O
281,2022,O
281,.,O
282,Operation,b
282,Frequent,i
282,Wind,i
282,was,O
282,the,O
282,final,O
282,phase,O
282,in,O
282,the,O
282,evacuation,O
282,of,O
282,American,O
282,civilians,O
282,and,O
282,``,O
282,at-risk,O
282,'',O
282,Vietnamese,O
282,from,O
282,Saigon,O
282,",",O
282,South,O
282,Vietnam,O
282,",",O
282,before,O
282,the,O
282,takeover,O
282,of,O
282,the,O
282,city,O
282,by,O
282,the,O
282,North,O
282,Vietnamese,O
282,People,O
282,'s,O
282,Army,O
282,of,O
282,Vietnam,O
282,(,O
282,PAVN,O
282,),O
282,in,O
282,the,b
282,Fall,i
282,of,i
282,Saigon,i
282,.,O
283,It,O
283,was,O
283,carried,O
283,out,O
283,on,O
283,29-30,O
283,April,O
283,1975,O
283,",",O
283,during,O
283,the,O
283,last,O
283,days,O
283,of,O
283,the,O
283,Vietnam,b
283,War,i
283,.,O
284,More,O
284,than,O
284,"7,000",O
284,people,O
284,were,O
284,evacuated,O
284,by,O
284,helicopter,O
284,from,O
284,various,O
284,points,O
284,in,O
284,Saigon,O
284,.,O
285,The,O
285,airlift,O
285,resulted,O
285,in,O
285,a,O
285,number,O
285,of,O
285,enduring,O
285,images,O
285,.,O
286,Evacuation,O
286,plans,O
286,already,O
286,existed,O
286,as,O
286,a,O
286,standard,O
286,procedure,O
286,for,O
286,American,O
286,embassies,O
286,.,O
287,At,O
287,the,O
287,beginning,O
287,of,O
287,March,O
287,",",O
287,fixed-wing,O
287,aircraft,O
287,began,O
287,evacuating,O
287,civilians,O
287,from,O
287,Tan,O
287,Son,O
287,Nhat,O
287,Airport,O
287,through,O
287,neighboring,O
287,countries,O
287,.,O
288,By,O
288,mid-April,O
288,",",O
288,contingency,O
288,plans,O
288,were,O
288,in,O
288,place,O
288,and,O
288,preparations,O
288,were,O
288,underway,O
288,for,O
288,a,O
288,possible,O
288,helicopter,O
288,evacuation,O
288,.,O
289,As,O
289,the,O
289,imminent,O
289,collapse,b
289,of,i
289,Saigon,i
289,became,O
289,evident,O
289,",",O
289,the,O
289,U.S.,O
289,Navy,O
289,assembled,O
289,Task,O
289,Force,O
289,76,O
289,off,O
289,the,O
289,coast,O
289,near,O
289,Vung,O
289,Tau,O
289,to,O
289,support,O
289,a,O
289,helicopter,O
289,evacuation,O
289,and,O
289,provide,O
289,air,O
289,support,O
289,if,O
289,required,O
289,.,O
290,In,O
290,the,O
290,event,O
290,",",O
290,air,O
290,support,O
290,was,O
290,not,O
290,needed,O
290,as,O
290,the,O
290,North,O
290,Vietnamese,O
290,paused,O
290,for,O
290,a,O
290,week,O
290,at,O
290,the,O
290,outskirts,O
290,of,O
290,Saigon,O
290,",",O
290,possibly,O
290,waiting,O
290,for,O
290,the,O
290,South,O
290,Vietnamese,O
290,government,O
290,to,O
290,collapse,O
290,and,O
290,avoiding,O
290,a,O
290,possible,O
290,confrontation,O
290,with,O
290,the,O
290,U.S.,O
290,by,O
290,allowing,O
290,the,O
290,mostly-unopposed,O
290,evacuation,O
290,of,O
290,Americans,O
290,from,O
290,Saigon,O
290,.,O
291,:,O
291,14,O
291,On,O
291,28,O
291,April,O
291,",",O
291,Tan,O
291,Son,O
291,Nhut,O
291,Air,O
291,Base,O
291,(,O
291,next,O
291,to,O
291,the,O
291,airport,O
291,),O
291,came,O
291,under,O
291,artillery,O
291,fire,O
291,and,O
291,attack,O
291,from,O
291,Vietnamese,O
291,People,O
291,'s,O
291,Air,O
291,Force,O
291,aircraft,O
291,.,O
292,The,O
292,fixed-wing,O
292,evacuation,O
292,was,O
292,terminated,O
292,and,O
292,Operation,b
292,Frequent,i
292,Wind,i
292,began,O
292,.,O
293,During,O
293,the,O
293,fixed-wing,O
293,evacuation,O
293,"50,493",O
293,people,O
293,(,O
293,including,O
293,"2,678",O
293,Vietnamese,O
293,orphans,O
293,),O
293,were,O
293,evacuated,O
293,from,O
293,Tan,O
293,Son,O
293,Nhut,O
293,.,O
294,The,O
294,evacuation,O
294,took,O
294,place,O
294,primarily,O
294,from,O
294,the,O
294,Defense,O
294,Attaché,O
294,Office,O
294,compound,O
294,",",O
294,beginning,O
294,around,O
294,14:00,O
294,on,O
294,the,O
294,afternoon,O
294,of,O
294,29,O
294,April,O
294,",",O
294,and,O
294,ending,O
294,that,O
294,night,O
294,with,O
294,only,O
294,limited,O
294,small,O
294,arms,O
294,damage,O
294,to,O
294,the,O
294,helicopters,O
294,.,O
295,The,O
295,U.S.,O
295,Embassy,O
295,in,O
295,Saigon,O
295,was,O
295,intended,O
295,to,O
295,only,O
295,be,O
295,a,O
295,secondary,O
295,evacuation,O
295,point,O
295,for,O
295,embassy,O
295,staff,O
295,",",O
295,but,O
295,it,O
295,was,O
295,soon,O
295,overwhelmed,O
295,with,O
295,evacuees,O
295,and,O
295,desperate,O
295,South,O
295,Vietnamese,O
295,.,O
296,The,O
296,evacuation,O
296,of,O
296,the,O
296,embassy,O
296,was,O
296,completed,O
296,at,O
296,7:53,O
296,on,O
296,30,O
296,April,O
296,",",O
296,but,O
296,some,O
296,Americans,O
296,chose,O
296,to,O
296,stay,O
296,or,O
296,were,O
296,left,O
296,behind,O
296,and,O
296,some,O
296,400,O
296,third-country,O
296,nationals,O
296,were,O
296,left,O
296,at,O
296,the,O
296,embassy,O
296,.,O
297,Tens,O
297,of,O
297,thousands,O
297,of,O
297,Vietnamese,O
297,evacuated,O
297,themselves,O
297,by,O
297,sea,O
297,or,O
297,air,O
297,.,O
298,With,O
298,the,O
298,collapse,O
298,of,O
298,South,O
298,Vietnam,O
298,",",O
298,numerous,O
298,boats,O
298,and,O
298,ships,O
298,",",O
298,Republic,O
298,of,O
298,Vietnam,O
298,Air,O
298,Force,O
298,(,O
298,RVNAF,O
298,),O
298,helicopters,O
298,and,O
298,some,O
298,fixed-wing,O
298,aircraft,O
298,sailed,O
298,or,O
298,flew,O
298,out,O
298,to,O
298,the,O
298,evacuation,O
298,fleet,O
298,.,O
299,Helicopters,O
299,began,O
299,to,O
299,clog,O
299,ship,O
299,decks,O
299,and,O
299,eventually,O
299,",",O
299,some,O
299,were,O
299,pushed,O
299,overboard,O
299,to,O
299,allow,O
299,others,O
299,to,O
299,land,O
299,.,O
300,Pilots,O
300,of,O
300,other,O
300,helicopters,O
300,were,O
300,told,O
300,to,O
300,drop,O
300,off,O
300,their,O
300,passengers,O
300,and,O
300,then,O
300,take,O
300,off,O
300,and,O
300,ditch,O
300,in,O
300,the,O
300,sea,O
300,",",O
300,from,O
300,where,O
300,they,O
300,would,O
300,be,O
300,rescued,O
300,.,O
301,In,O
301,Operation,b
301,Frequent,i
301,Wind,i
301,a,O
301,total,O
301,of,O
301,"1,373",O
301,Americans,O
301,and,O
301,"5,595",O
301,Vietnamese,O
301,and,O
301,third-country,O
301,nationals,O
301,were,O
301,evacuated,O
301,by,O
301,helicopter,O
301,.,O
302,:,O
302,258,O
302,The,O
302,total,O
302,number,O
302,of,O
302,Vietnamese,O
302,evacuated,O
302,by,O
302,Frequent,O
302,Wind,O
302,or,O
302,self-evacuated,O
302,and,O
302,ending,O
302,up,O
302,in,O
302,the,O
302,custody,O
302,of,O
302,the,O
302,United,O
302,States,O
302,for,O
302,processing,O
302,as,O
302,refugees,O
302,to,O
302,enter,O
302,the,O
302,United,O
302,States,O
302,totalled,O
302,"138,869.00",O
302,:,O
302,92,O
302,This,O
302,operation,O
302,was,O
302,also,O
302,the,O
302,debut,O
302,combat,O
302,deployment,O
302,of,O
302,the,O
302,F-14,O
302,Tomcat,O
302,aircraft,O
302,.,O
303,The,b
303,499,i
303,Nicopolis,i
303,earthquake,i
303,took,O
303,place,O
303,in,O
303,September,O
303,499,O
303,.,O
304,It,O
304,affected,O
304,the,O
304,cities,O
304,of,O
304,Nicopolis,O
304,",",O
304,Neocaesarea,O
304,(,O
304,modern,O
304,Niksar,O
304,),O
304,",",O
304,Arsamosata,O
304,",",O
304,and,O
304,Abarne,O
304,.,O
305,General,O
305,elections,O
305,were,O
305,held,O
305,in,O
305,Western,O
305,Samoa,O
305,on,O
305,30,O
305,November,O
305,1926,O
305,.,O
306,The,b
306,1994,i
306,NHL,i
306,supplemental,i
306,draft,i
306,was,O
306,the,O
306,ninth,O
306,and,O
306,final,O
306,NHL,b
306,supplemental,i
306,draft,i
306,.,O
307,It,O
307,was,O
307,held,O
307,on,O
307,June,O
307,28,O
307,",",O
307,1994,O
307,.,O
308,It,O
308,was,O
308,limited,O
308,to,O
308,the,O
308,ten,O
308,teams,O
308,that,O
308,missed,O
308,the,b
308,1994,i
308,Stanley,i
308,Cup,i
308,playoffs,i
308,.,O
309,The,O
309,2018,b
309,Africa,i
309,Beach,i
309,Soccer,i
309,Cup,i
309,of,i
309,Nations,i
309,was,O
309,the,O
309,third,O
309,edition,O
309,of,O
309,the,b
309,Africa,i
309,Beach,i
309,Soccer,i
309,Cup,i
309,of,i
309,Nations,i
309,(,O
309,BSAFCON,O
309,),O
309,",",O
309,the,O
309,premier,O
309,beach,O
309,soccer,O
309,championship,O
309,in,O
309,Africa,O
309,contested,O
309,by,O
309,men,O
309,'s,O
309,national,O
309,teams,O
309,who,O
309,are,O
309,members,O
309,of,O
309,the,O
309,Confederation,O
309,of,O
309,African,O
309,Football,O
309,(,O
309,CAF,O
309,),O
309,.,O
310,Originally,O
310,organised,O
310,by,O
310,Beach,O
310,Soccer,O
310,Worldwide,O
310,(,O
310,BSWW,O
310,),O
310,under,O
310,the,O
310,title,O
310,FIFA,b
310,Beach,i
310,Soccer,i
310,World,i
310,Cup,i
310,CAF,O
310,qualifier,O
310,(,O
310,informally,O
310,known,O
310,as,O
310,CAF,b
310,Beach,i
310,Soccer,i
310,Championship,i
310,),O
310,",",O
310,in,O
310,2015,O
310,",",O
310,CAF,O
310,became,O
310,organisers,O
310,and,O
310,began,O
310,using,O
310,the,O
310,BSAFCON,O
310,title,O
310,to,O
310,which,O
310,the,O
310,competition,O
310,was,O
310,officially,O
310,renamed,O
310,the,O
310,next,O
310,year,O
310,.,O
311,Overall,O
311,",",O
311,this,O
311,was,O
311,the,O
311,9th,O
311,edition,O
311,of,O
311,the,O
311,event,O
311,.,O
312,The,O
312,tournament,O
312,was,O
312,played,O
312,in,O
312,Sharm,O
312,El,O
312,Sheikh,O
312,",",O
312,Egypt,O
312,;,O
312,the,O
312,North,O
312,African,O
312,country,O
312,was,O
312,awarded,O
312,the,O
312,hosting,O
312,rights,O
312,as,O
312,they,O
312,were,O
312,the,O
312,only,O
312,nation,O
312,to,O
312,express,O
312,interest,O
312,by,O
312,the,O
312,deadline,O
312,.,O
313,The,O
313,finals,O
313,were,O
313,held,O
313,from,O
313,14-Aug,O
313,December,O
313,.,O
314,Qualification,O
314,took,O
314,place,O
314,between,O
314,23-Jul,O
314,September,O
314,.,O
315,The,O
315,event,O
315,also,O
315,acted,O
315,as,O
315,the,O
315,qualification,O
315,route,O
315,for,O
315,African,O
315,teams,O
315,to,O
315,the,O
315,2019,O
315,FIFA,O
315,Beach,O
315,Soccer,O
315,World,O
315,Cup,O
315,in,O
315,Paraguay,O
315,;,O
315,the,O
315,winners,O
315,and,O
315,runners-up,O
315,qualify,O
315,.,O
316,Senegal,O
316,were,O
316,the,O
316,defending,O
316,champions,O
316,and,O
316,successfully,O
316,defended,O
316,their,O
316,title,O
316,",",O
316,after,O
316,defeating,O
316,Nigeria,O
316,1-Jun,O
316,in,O
316,the,O
316,final,O
316,to,O
316,secure,O
316,their,O
316,5th,O
316,title,O
316,.,O
317,The,b
317,Constitution,i
317,of,i
317,the,i
317,Federated,i
317,States,i
317,of,i
317,Micronesia,i
317,is,O
317,the,O
317,supreme,O
317,law,O
317,of,O
317,the,O
317,Federated,O
317,States,O
317,of,O
317,Micronesia,O
317,.,O
318,It,O
318,was,O
318,adopted,O
318,in,O
318,1979,O
318,.,O
319,The,b
319,European,i
319,Federation,i
319,of,i
319,Biotechnology,i
319,(,i
319,EFB,i
319,),i
319,was,O
319,established,O
319,by,O
319,European,O
319,scientists,O
319,in,O
319,1978,O
319,.,O
320,It,O
320,is,O
320,a,O
320,non-profit,O
320,federation,O
320,of,O
320,national,O
320,biotechnology,O
320,associations,O
320,",",O
320,learned,O
320,societies,O
320,",",O
320,universities,O
320,",",O
320,scientific,O
320,institutes,O
320,",",O
320,biotechnology,O
320,companies,O
320,and,O
320,individual,O
320,biotechnologists,O
320,working,O
320,to,O
320,promote,O
320,biotechnology,O
320,throughout,O
320,Europe,O
320,and,O
320,beyond,O
320,.,O
321,Its,O
321,mission,O
321,is,O
321,to,O
321,promote,O
321,the,O
321,safe,O
321,",",O
321,sustainable,O
321,and,O
321,beneficial,O
321,use,O
321,of,O
321,life,O
321,sciences,O
321,",",O
321,to,O
321,promote,O
321,cutting,O
321,edge,O
321,research,O
321,and,O
321,innovation,O
321,",",O
321,to,O
321,provide,O
321,a,O
321,forum,O
321,for,O
321,interdisciplinary,O
321,and,O
321,international,O
321,cooperation,O
321,",",O
321,to,O
321,improve,O
321,scientific,O
321,education,O
321,and,O
321,to,O
321,facilitate,O
321,an,O
321,informed,O
321,dialogue,O
321,between,O
321,scientists,O
321,",",O
321,the,O
321,biotechnology,O
321,industries,O
321,and,O
321,the,O
321,public,O
321,.,O
322,The,b
322,2022,i
322,European,i
322,Junior,i
322,Judo,i
322,Championships,i
322,was,O
322,held,O
322,at,O
322,the,O
322,UNYP,O
322,Arena,O
322,in,O
322,Prague,O
322,",",O
322,Czech,O
322,Republic,O
322,",",O
322,from,O
322,15,O
322,to,O
322,18,O
322,September,O
322,2022,O
322,.,O
323,The,O
323,final,O
323,day,O
323,of,O
323,competition,O
323,featured,O
323,a,O
323,mixed,O
323,team,O
323,event,O
323,.,O